{'text': '좋아 아 오카 회식은 잘 즐기다 능강', 'start': 16.68, 'duration': 10.16}
{'text': '아 하 어제보다 더 늙었네 그럼', 'start': 224.799, 'duration': 8.871}
{'text': '늙었지 젊어졌네 인마 기가 그냥', 'start': 228.48, 'duration': 6.8}
{'text': '[음악]', 'start': 233.67, 'duration': 5.45}
{'text': '씨 안녕 채식 아 우리 늘보 16개월', 'start': 235.28, 'duration': 7.84}
{'text': '구독 감사합니다 예 아 그럼 다', 'start': 239.12, 'duration': 7.479}
{'text': '늙었지 어제보다 아씨', 'start': 243.12, 'duration': 7.24}
{'text': '그 방송 들어오는 길이 주었다 아이고', 'start': 246.599, 'duration': 6.401}
{'text': '할라 망고야 아이고 만원 원 고맙다', 'start': 250.36, 'duration': 5.719}
{'text': '야 동네가 어디 길래 인마 어 방송을', 'start': 253.0, 'duration': 5.56}
{'text': '들어오다가 인마 만 원씩 줍고 그러냐', 'start': 256.079, 'duration': 4.361}
{'text': '어 아 우리 재롱 재롱도 5개월 구독', 'start': 258.56, 'duration': 4.079}
{'text': '고맙다 어 아주', 'start': 260.44, 'duration': 5.199}
{'text': '그냥', 'start': 262.639, 'duration': 3.0}
{'text': '아 경력 초인데 왜 방 제목이 맨날', 'start': 268.6, 'duration': 5.039}
{'text': '힘들어요 아 맥도날드 사 힘드니까요', 'start': 271.16, 'duration': 3.52}
{'text': '예', 'start': 273.639, 'duration': 4.481}
{'text': '아 아우 죽겠네 아우 아니야 휴게소', 'start': 274.68, 'duration': 6.68}
{'text': '아니면 휴게소', 'start': 278.12, 'duration': 3.24}
{'text': '아 아 우리 도서 님도 가가이야', 'start': 282.36, 'duration': 9.72}
{'text': '감사합니다 어 정말 다행인 점은 그', 'start': 287.12, 'duration': 9.919}
{'text': '내일도 제가 아침 한 10시부터 저녁', 'start': 292.08, 'duration': 8.0}
{'text': '8시까지이며데 그게 아주', 'start': 297.039, 'duration': 6.0}
{'text': '그 대단히 줄어 버려 가지고 내일은', 'start': 300.08, 'duration': 6.88}
{'text': '그래도 좀 멀쩡하게 올 수 있을 것', 'start': 303.039, 'duration': 3.921}
{'text': '같은음 캔슬은 아니고 가긴 가는데 그', 'start': 307.32, 'duration': 7.68}
{'text': '제 역할이 좀 줄었습니다 그나마 하', 'start': 311.56, 'duration': 6.0}
{'text': '아 구름이도 15개월 구독 아', 'start': 315.0, 'duration': 5.0}
{'text': '감사합니다', 'start': 317.56, 'duration': 2.44}
{'text': '감사합니다 아', 'start': 320.36, 'duration': 5.88}
{'text': '피곤하다 난 현재 진행으로 술마시는', 'start': 323.72, 'duration': 6.24}
{'text': '리아야 아 술 맛있게 먹어라 운전면허', 'start': 326.24, 'duration': 6.079}
{'text': '일주일 만에 따서 바로 잡고 왔어음', 'start': 329.96, 'duration': 6.32}
{'text': '면허를 일주일 만에 땄다고음', 'start': 332.319, 'duration': 3.961}
{'text': '아 면허가 보통 일주일이면 따지 않나', 'start': 340.4, 'duration': 5.28}
{'text': '아닌가', 'start': 343.639, 'duration': 3.921}
{'text': '어', 'start': 345.68, 'duration': 4.88}
{'text': '아', 'start': 347.56, 'duration': 3.0}
{'text': '아 빠르게다면', 'start': 351.759, 'duration': 6.72}
{'text': '가능이야 제가 또 오늘도 좀 쉴까', 'start': 354.72, 'duration': 6.72}
{'text': '하다가 제가 내일은 휴방이에요 어', 'start': 358.479, 'duration': 5.921}
{'text': '그래 가지고 그 아 내일이 아니구나', 'start': 361.44, 'duration': 6.72}
{'text': '토요일 날 토요일 날 또 휴방이', 'start': 364.4, 'duration': 6.76}
{'text': '예', 'start': 368.16, 'duration': 3.0}
{'text': '아 그래 가지고 오늘도 또 켰습니다', 'start': 372.759, 'duration': 5.72}
{'text': '어제도 한 두시간 정도 하고 가긴', 'start': 376.199, 'duration': 3.801}
{'text': '했는데', 'start': 378.479, 'duration': 4.521}
{'text': '어 토요일 날 축구하는 거는 몰랐어', 'start': 380.0, 'duration': 5.88}
{'text': '어 근데 이제 어제 어제 알아 가지고', 'start': 383.0, 'duration': 5.4}
{'text': '겸사 겸사 뭐 어', 'start': 385.88, 'duration': 5.52}
{'text': '아', 'start': 388.4, 'duration': 3.0}
{'text': '어제 짧지만 그래도 좀 굵었고 어제', 'start': 391.639, 'duration': 5.68}
{'text': '또 권이도', 'start': 394.599, 'duration': 2.72}
{'text': '오고', 'start': 398.12, 'duration': 5.919}
{'text': '아 백 안녕 오늘 컨디션도 뚱뚱해', 'start': 400.0, 'duration': 7.16}
{'text': '보이고 보기 좋다 사랑해 아 몽신 님', 'start': 404.039, 'duration': 5.801}
{'text': '감사합니다 컨디션을 보통 뚱뚱하다는', 'start': 407.16, 'duration': 4.96}
{'text': '안 하는데 성님들의 고민 바로 되', 'start': 409.84, 'duration': 4.72}
{'text': '아오이 아니요 예', 'start': 412.12, 'duration': 5.88}
{'text': '아 정신이', 'start': 414.56, 'duration': 3.44}
{'text': '없네 도 24개월 구독 아 감사합니다', 'start': 418.4, 'duration': 6.88}
{'text': '감사합니다 어 어 지금 죄송한데 그', 'start': 422.039, 'duration': 5.0}
{'text': '힘들어서 아무것도 하기 싫으니까 그', 'start': 425.28, 'duration': 3.72}
{'text': '뭐든 시키지 마세요', 'start': 427.039, 'duration': 5.241}
{'text': '예 그래 그래 몸 먼저 생각해야지', 'start': 429.0, 'duration': 6.12}
{'text': '오늘도 숙성 잘됐네 아 돌 감사합니다', 'start': 432.28, 'duration': 5.88}
{'text': '아어 뭔 숙성이 인마 쉬었다고 해야지', 'start': 435.12, 'duration': 6.56}
{'text': '씨 숙성했다 무슨 말이야 저게', 'start': 438.16, 'duration': 6.52}
{'text': '어', 'start': 441.68, 'duration': 3.0}
{'text': '아 입만', 'start': 445.879, 'duration': 4.561}
{'text': '움직이라고', 'start': 448.319, 'duration': 4.521}
{'text': '아 오늘 아까 전에 이제 대표자 촬영', 'start': 450.44, 'duration': 6.28}
{'text': '끝나고 그 형님들이랑 그', 'start': 452.84, 'duration': 7.479}
{'text': '회식하는데 우리 제주도 홍상표 형님이', 'start': 456.72, 'duration': 5.56}
{'text': '자기 그 인스타 아이디', 'start': 460.319, 'duration': 5.72}
{'text': '만들었다고 그 뭐야 자랑하는 거야', 'start': 462.28, 'duration': 6.759}
{'text': '그래가지고', 'start': 466.039, 'duration': 3.0}
{'text': '키 무 감사하고요 그래가지고 상형님이', 'start': 470.72, 'duration': 7.599}
{'text': '이제 그 선우 영상', 'start': 474.759, 'duration': 6.0}
{'text': '해가지고 형 태그해 이렇게 해서 뭐', 'start': 478.319, 'duration': 5.84}
{'text': '팔로워가 170명이 됐대 그래가지고', 'start': 480.759, 'duration': 5.72}
{'text': '약간 나한테도 태그해 달라는 거 같아', 'start': 484.159, 'duration': 5.16}
{'text': '가지고 알겠다고 하고 상 태그에서', 'start': 486.479, 'duration': 6.0}
{'text': '게시물 하나 올렸어요', 'start': 489.319, 'duration': 3.16}
{'text': '예 눈치를 주신 건 아닌데 어쩌다', 'start': 496.52, 'duration': 6.76}
{'text': '보니까 이렇게 돼 가지고', 'start': 500.319, 'duration': 2.961}
{'text': '예 그래서 오늘 그래서 저 인스타', 'start': 503.319, 'duration': 4.56}
{'text': '간만에 업로드했습니다 즘 안 그래도', 'start': 505.84, 'duration': 3.72}
{'text': '아 인스타 뭐 업로드하지 아', 'start': 507.879, 'duration': 3.44}
{'text': '업로드할게 없는데 막 그러고 있었는데', 'start': 509.56, 'duration': 4.56}
{'text': '뭐 잘됐지 뭐', 'start': 511.319, 'duration': 2.801}
{'text': '예', 'start': 517.36, 'duration': 6.52}
{'text': '아 아 술은 조금 먹었습니다 술은 뭐', 'start': 519.64, 'duration': 7.52}
{'text': '한 소맥 세장 네잔 정도 예 방종', 'start': 523.88, 'duration': 5.88}
{'text': '제맘', 'start': 527.16, 'duration': 4.119}
{'text': '예', 'start': 529.76, 'duration': 4.92}
{'text': '그래가지고 아 우리 희개 님도', 'start': 531.279, 'duration': 6.641}
{'text': '어 아 취한 건 아니고 지금 존나', 'start': 534.68, 'duration': 5.44}
{'text': '졸려요 지금 아', 'start': 537.92, 'duration': 5.0}
{'text': '아까 전에', 'start': 540.12, 'duration': 2.8}
{'text': '어', 'start': 543.48, 'duration': 4.16}
{'text': '뭐야 안안 아 우리', 'start': 545.16, 'duration': 5.6}
{'text': '골목대장고 나 어제 잘 잤거든 어제', 'start': 547.64, 'duration': 5.04}
{'text': '한 1시 반쯤에', 'start': 550.76, 'duration': 4.519}
{'text': '방어 1시 반쯤에', 'start': 552.68, 'duration': 5.24}
{'text': '방종하고 바로 잠들었어 진짜 존나', 'start': 555.279, 'duration': 5.521}
{'text': '그냥 씻지도 않고 바로 잠들어 가지고', 'start': 557.92, 'duration': 6.479}
{'text': '오늘 9시쯤에 일어났거든요 아까전에', 'start': 560.8, 'duration': 6.56}
{'text': '9시쯤에 일어났으니까 거의 시간 정도', 'start': 564.399, 'duration': 5.44}
{'text': '잔 거잖아 7시반 시간 반 정도', 'start': 567.36, 'duration': 4.919}
{'text': '8시간 정도 자고 소파에서 잤어', 'start': 569.839, 'duration': 5.281}
{'text': '소파에서 나 원 안 씻으면 소파에서', 'start': 572.279, 'duration': 5.201}
{'text': '자 여기서', 'start': 575.12, 'duration': 4.6}
{'text': '그래가지고', 'start': 577.48, 'duration': 5.479}
{'text': '뭐야 7시간 반이면 노말하게 많이 잔', 'start': 579.72, 'duration': 6.28}
{'text': '거니까 근데 이제 뭐야 그 전날에', 'start': 582.959, 'duration': 6.041}
{'text': '별로 못 자 가지고 이제 덜 잔 거', 'start': 586.0, 'duration': 5.68}
{'text': '같은 거 뭔지 알죠 그 7시간 반이면', 'start': 589.0, 'duration': 7.76}
{'text': '충분히 잔 건데 어 뭐야 그 이제', 'start': 591.68, 'duration': 8.48}
{'text': '오늘 이제 촬영하러 가는 차 안에서', 'start': 596.76, 'duration': 5.4}
{'text': '원래 핸드폰하고 막 그런단 말이야', 'start': 600.16, 'duration': 4.48}
{'text': '보통 한시간 정도', 'start': 602.16, 'duration': 5.32}
{'text': '걸리니까 깼다가 씻고 나서 다시', 'start': 604.64, 'duration': 5.36}
{'text': '잠들기는 좀 애매해 어 근데 오늘은', 'start': 607.48, 'duration': 5.2}
{'text': '바로 잠들었어 그냥 차 안에서도 잠이', 'start': 610.0, 'duration': 4.839}
{'text': '좀 부족했던 거지', 'start': 612.68, 'duration': 5.88}
{'text': '시 날 거의 그 정도밖에 못 자니까', 'start': 614.839, 'duration': 5.921}
{'text': '한 두세시간 정도밖에 전날 못 자고', 'start': 618.56, 'duration': 5.519}
{'text': '7시간 잔 거니까 똥싸다 느낌', 'start': 620.76, 'duration': 5.0}
{'text': '그래가지고 너무', 'start': 624.079, 'duration': 5.481}
{'text': '졸려가지고 오 그 상태로 이제', 'start': 625.76, 'duration': 6.319}
{'text': '해가지고 오늘 한 11시 반부터', 'start': 629.56, 'duration': 5.279}
{'text': '촬영했나 몇 시부터 했지 11시', 'start': 632.079, 'duration': 5.681}
{'text': '반부터 시작해 가지고 방금 전에 방금', 'start': 634.839, 'duration': 5.881}
{'text': '전 아니고 한 아까 8시쯤에 끝나고', 'start': 637.76, 'duration': 6.72}
{'text': '바로 회식 해 가지고 어여 이제 뭐야', 'start': 640.72, 'duration': 6.16}
{'text': '회식자리에서 또 좀 조금 있다가', 'start': 644.48, 'duration': 4.28}
{'text': '한시간 한시간 반 정도 있었는데 한', 'start': 646.88, 'duration': 3.8}
{'text': '시간에서 한시간 반 정도 있다가', 'start': 648.76, 'duration': 4.319}
{'text': '그러고 나서 집에 온 거예요', 'start': 650.68, 'duration': 4.92}
{'text': '그래가지고 집에 오는 길에서도 차도', 'start': 653.079, 'duration': 4.601}
{'text': '한 집에 올 때는 좀 덜 걸려 한', 'start': 655.6, 'duration': 4.72}
{'text': '30분이면 와 그 30분 동안', 'start': 657.68, 'duration': 5.52}
{'text': '잠들었어 또 잠들 깨가지고', 'start': 660.32, 'duration': 5.68}
{'text': '와가지고 아 그냥 좀 자고 방송을', 'start': 663.2, 'duration': 4.56}
{'text': '켜야겠다 너 도자이 안 들겠다 너무', 'start': 666.0, 'duration': 4.36}
{'text': '너무 졸리다 그래가지고 여기 누웠는데', 'start': 667.76, 'duration': 6.24}
{'text': '한 5분 누웠는데 잠이 안또 안 드는', 'start': 670.36, 'duration': 5.919}
{'text': '거야 이럴 거면 그냥 빨리 켜자', 'start': 674.0, 'duration': 4.16}
{'text': '해가지고 그래서 지금 딱 킨게', 'start': 676.279, 'duration': 7.24}
{'text': '지금입니다 예 지금 존나 피곤하고', 'start': 678.16, 'duration': 5.359}
{'text': '어', 'start': 687.959, 'duration': 3.0}
{'text': '어 평범하게 쉬엄쉬엄 할 수가 없어', 'start': 693.079, 'duration': 7.161}
{'text': '지금 시험시험 할 수밖에 없어 너무', 'start': 696.8, 'duration': 7.479}
{'text': '졸려 졸린데 누 누우니까 그대로 바로', 'start': 700.24, 'duration': 7.159}
{'text': '진짜 존나 피곤하면 바로 잠 들거든요', 'start': 704.279, 'duration': 5.721}
{'text': '예 아유 감사합니다 어 존나 피곤하면', 'start': 707.399, 'duration': 4.281}
{'text': '그냥 어제 어제 밤처럼 그냥 바로', 'start': 710.0, 'duration': 3.88}
{'text': '잠드는데 또 아까 방금 전에 아 좀', 'start': 711.68, 'duration': 4.959}
{'text': '자고 방송을 켜야겠다 누웠는데 바로', 'start': 713.88, 'duration': 5.759}
{'text': '잠은 또 안 들더라고 그래가지고 어', 'start': 716.639, 'duration': 5.0}
{'text': '그냥 방송 빨리 켜야지 이게', 'start': 719.639, 'duration': 4.521}
{'text': '정신차리지 안 켜면은 또또 그렇게', 'start': 721.639, 'duration': 5.081}
{'text': '되니까 또', 'start': 724.16, 'duration': 2.56}
{'text': '그래가지고 우리 생각해서 방송 켜준', 'start': 727.88, 'duration': 5.56}
{'text': '거야 그런', 'start': 730.8, 'duration': 6.12}
{'text': '거야니다 제 생각이죠 예 내일은 몇', 'start': 733.44, 'duration': 6.04}
{'text': '시에 나가냐고 내일 10시 좆됐다', 'start': 736.92, 'duration': 7.0}
{'text': '아나 진짜 너무 아 너무 힘들어 온다', 'start': 739.48, 'duration': 9.4}
{'text': '발 오바오바 보고 싶 기내 아 님', 'start': 743.92, 'duration': 7.64}
{'text': '5천원 후원 아 감사합니다 감사합니다', 'start': 748.88, 'duration': 5.72}
{'text': '예 아 우리 마리 예삐도 4개월 구독', 'start': 751.56, 'duration': 7.48}
{'text': '고맙고요 예', 'start': 754.6, 'duration': 4.44}
{'text': '아음 아 우리 감자바 님도 20개월', 'start': 762.639, 'duration': 6.081}
{'text': '구독 감사합니다 예 아 너무 피곤해', 'start': 765.839, 'duration': 6.321}
{'text': '아 죽는 줄 알았어', 'start': 768.72, 'duration': 3.44}
{'text': '죽겠어 아 우리 자루 수 바도', 'start': 773.279, 'duration': 6.68}
{'text': '31개월 구독 아 감사드리고요', 'start': 775.8, 'duration': 7.32}
{'text': '음 하이 난 이번 주 주말에 일본', 'start': 779.959, 'duration': 4.88}
{'text': '가느라 짐 챙기다가 와샤 오늘도', 'start': 783.12, 'duration': 5.04}
{'text': '파이팅이야 어', 'start': 784.839, 'duration': 3.321}
{'text': '화이팅이다', 'start': 791.92, 'duration': 3.0}
{'text': '아 우리 형 세 달 되면 마흔 둘인데', 'start': 796.519, 'duration': 5.641}
{'text': '고생이 많아 항상 응원해 아 너무', 'start': 799.8, 'duration': 4.839}
{'text': '피곤해', 'start': 802.16, 'duration': 2.479}
{'text': '아', 'start': 807.76, 'duration': 5.47}
{'text': '[음악]', 'start': 809.98, 'duration': 3.25}
{'text': '우리 형 나이도 나이인데', 'start': 814.04, 'duration': 5.479}
{'text': '몸챙기자음 아 뭐 건강이 나빠지지', 'start': 816.199, 'duration': 5.681}
{'text': '않은데', 'start': 819.519, 'duration': 2.361}
{'text': '아 목 상태도 안 좋아 하루 종이를', 'start': 825.92, 'duration': 6.08}
{'text': '말하고 와가지고 또 오늘도 지금도', 'start': 829.399, 'duration': 4.8}
{'text': '말해야 돼', 'start': 832.0, 'duration': 5.199}
{'text': '어', 'start': 834.199, 'duration': 3.0}
{'text': '아 죽어 납니다 죽어다 어떻게 해야', 'start': 837.279, 'duration': 5.401}
{'text': '되냐', 'start': 840.399, 'duration': 2.281}
{'text': '이거', 'start': 842.959, 'duration': 3.0}
{'text': '아 그라 잠깐 얼굴 봤다고 혐혼 관리', 'start': 847.959, 'duration': 7.161}
{'text': '잘 챙기셔요 그러게 아 토요일 날도', 'start': 851.88, 'duration': 6.959}
{'text': '저기 해야 되는데 이거 큰일났네 이거', 'start': 855.12, 'duration': 3.719}
{'text': '아 지금 다음', 'start': 863.279, 'duration': 6.201}
{'text': '주에 다음주에 일본', 'start': 866.44, 'duration': 6.399}
{'text': '같은데 아씨 그전까지 너무 바빠요', 'start': 869.48, 'duration': 7.84}
{'text': '뒤질 거 같아 아 진짜 아 바쁜게', 'start': 872.839, 'duration': 8.92}
{'text': '막 아 실속이 있음 모르겠는데 이게', 'start': 877.32, 'duration': 8.4}
{'text': '아 죽겠다 아 이거 일본 가기 전에', 'start': 881.759, 'duration': 5.841}
{'text': '한 다섯 번 네다섯 번은 야방', 'start': 885.72, 'duration': 4.2}
{'text': '해야지는데 야방 할 시간 1도 없어', 'start': 887.6, 'duration': 5.56}
{'text': '지금 그냥 풀이야', 'start': 889.92, 'duration': 7.24}
{'text': '풀 지금 주말이고 지금 저기 구간에', 'start': 893.16, 'duration': 7.72}
{'text': '그니까 오전 그니까 내가 이게 외부', 'start': 897.16, 'duration': 6.2}
{'text': '촬영이 지금 오늘 이번 주랑 다음', 'start': 900.88, 'duration': 5.04}
{'text': '주에 거의 일주일에네 다섯 개씩 있어', 'start': 903.36, 'duration': 5.2}
{'text': '지금 어 요번 주는 거의 여섯 개야', 'start': 905.92, 'duration': 5.039}
{'text': '여섯 개 그냥 월화수목 금토 아지', 'start': 908.56, 'duration': 4.48}
{'text': '있고 일요일 날 하나 없어 약간 이런', 'start': 910.959, 'duration': 6.081}
{'text': '느낌이야 어 다음 주도 다음 주', 'start': 913.04, 'duration': 5.919}
{'text': '금요일 날에 아마 일본 출발해야 될', 'start': 917.04, 'duration': 7.159}
{'text': '거 같은데 다음 주 월화 월화수 목', 'start': 918.959, 'duration': 9.0}
{'text': '있어요 이게 낮에 일정이 없어야 좀', 'start': 924.199, 'duration': 5.601}
{'text': '하루 정도 좀 쉰다 만인데 그니까', 'start': 927.959, 'duration': 4.36}
{'text': '나는 어차피 쉬는 날은 어차피 없고', 'start': 929.8, 'duration': 4.68}
{'text': '어 무조건 생방을 한번 키려고 하니까', 'start': 932.319, 'duration': 6.281}
{'text': '나는 어 일주일에 쉬는 날은', 'start': 934.48, 'duration': 7.599}
{'text': '없고 외부 촬영이 길어진 날 생방을', 'start': 938.6, 'duration': 6.76}
{'text': '한번 쉬는 거지 그냥 어제 그저께 어', 'start': 942.079, 'duration': 5.44}
{'text': '외부 차량이 길어져서 하루 종일 내가', 'start': 945.36, 'duration': 4.68}
{'text': '진짜 녹초가 됐어 너무 힘들어 아', 'start': 947.519, 'duration': 4.12}
{'text': '오늘은 진짜 집에 가서', 'start': 950.04, 'duration': 3.239}
{'text': '지금처럼만이라도 방송을 한두', 'start': 951.639, 'duration': 3.161}
{'text': '시간이라도 방송을 킬 수가 없는', 'start': 953.279, 'duration': 4.12}
{'text': '상황이야 만약에 그러면 휴방을 해', 'start': 954.8, 'duration': 5.12}
{'text': '그럼 그방을 고 쉬는 날이 아니야', 'start': 957.399, 'duration': 5.8}
{'text': '나한테는 그러고 그러면 이제 내가', 'start': 959.92, 'duration': 6.159}
{'text': '생방이 주력이 때문에 생방에서 텐션이', 'start': 963.199, 'duration': 5.361}
{'text': '제일 중요해 생방이', 'start': 966.079, 'duration': 7.921}
{'text': '제일이 뭐야 정상적인 상황에서 온', 'start': 968.56, 'duration': 8.48}
{'text': '체력이 풀 충되는 상태로 생방을 켜야', 'start': 974.0, 'duration': 5.839}
{'text': '되는데 지금 그런 날은 없지 지금', 'start': 977.04, 'duration': 6.32}
{'text': '없고 그나마 생방 전에 두세 시간', 'start': 979.839, 'duration': 5.24}
{'text': '한두 시간이라도 잘 수 있는 시간이', 'start': 983.36, 'duration': 4.159}
{'text': '있으면 돼 그러면 한두 시간 자고', 'start': 985.079, 'duration': 3.961}
{'text': '일어나면', 'start': 987.519, 'duration': 3.961}
{'text': '그니까 40% 때 내 체력이 40%', 'start': 989.04, 'duration': 5.359}
{'text': '남아 있을 때는 금방 20% 10%', 'start': 991.48, 'duration': 4.68}
{'text': '되면 이제 그때부터는 그 그로기', 'start': 994.399, 'duration': 5.321}
{'text': '상태야 깨 있긴 하지만 지금처럼 아', 'start': 996.16, 'duration': 6.239}
{'text': '너무 힘들다 오늘 어 방송을 하인', 'start': 999.72, 'duration': 5.239}
{'text': '해야겠고 이런 상태 지금 제대로 못', 'start': 1002.399, 'duration': 5.281}
{'text': '하지 그래도데 40%에서 내가 이제', 'start': 1004.959, 'duration': 7.041}
{'text': '뭐야 외부 촬영에서 60% 쓰고', 'start': 1007.68, 'duration': 6.399}
{'text': '40%에서 두시간 정도 자고', 'start': 1012.0, 'duration': 4.56}
{'text': '일어나면은 그래도 한 70% 60%', 'start': 1014.079, 'duration': 6.401}
{'text': '아진 차 그러면은', 'start': 1016.56, 'duration': 3.92}
{'text': '그러면 그 상태로 한 20호까지 이제', 'start': 1020.8, 'duration': 5.039}
{'text': '한 한두 시까지는 버틸 수 있으니까', 'start': 1023.0, 'duration': 5.439}
{'text': '약간 그런 느낌으로 이제 하고 있는데', 'start': 1025.839, 'duration': 3.881}
{'text': '지금요', 'start': 1028.439, 'duration': 4.961}
{'text': '근래들어서는 그 풀 그 70%', 'start': 1029.72, 'duration': 6.8}
{'text': '80% 충전할 시간조차', 'start': 1033.4, 'duration': 5.76}
{'text': '없으니까 힘들어 죽을 거 같아 목도', 'start': 1036.52, 'duration': 7.84}
{'text': '완전 가버렸고 아 내일은 어떡 내일은', 'start': 1039.16, 'duration': 9.639}
{'text': '어떡하고 내일은 어떡하고 아 내일도', 'start': 1044.36, 'duration': 6.12}
{'text': '10시에 나가 그 8시에 나가야 돼요', 'start': 1048.799, 'duration': 5.361}
{'text': '그럼 10시까지 가야 되면', 'start': 1050.48, 'duration': 3.68}
{'text': '응 너무 힘들어 죽을 거', 'start': 1058.72, 'duration': 4.4}
{'text': '같아 바쁘면 스트레스 받아 솔직히', 'start': 1067.2, 'duration': 7.08}
{'text': '말하면 생방까지 켜야 되는 거에', 'start': 1071.76, 'duration': 5.24}
{'text': '스트레스를 받아 그러면 쉬면 되잖아', 'start': 1074.28, 'duration': 5.24}
{'text': '쉬면 더 스트레스 받아', 'start': 1077.0, 'duration': 6.44}
{'text': '그 난 계속 고통 속에 살아야 돼 어', 'start': 1079.52, 'duration': 6.639}
{'text': '내가 온전히 행복하게 쉴 수 있는', 'start': 1083.44, 'duration': 5.04}
{'text': '길은', 'start': 1086.159, 'duration': 2.321}
{'text': '없어 그러니까 문제지 그러니까 계속', 'start': 1093.48, 'duration': 6.96}
{'text': '똑같은 굴레에서 벗어나지 못하고', 'start': 1096.6, 'duration': 3.84}
{'text': '있지', 'start': 1107.32, 'duration': 6.0}
{'text': '아 그래가지고 너무 힘들어요', 'start': 1109.12, 'duration': 4.2}
{'text': '아 결혼 빨리 해야 행복해지려 나오', 'start': 1115.799, 'duration': 4.801}
{'text': '형영 상고에서 밥 먹고 치우니까 또', 'start': 1119.0, 'duration': 5.2}
{'text': '형 있내 개군 아우 몰라', 'start': 1120.6, 'duration': 3.6}
{'text': '죽겠어', 'start': 1129.36, 'duration': 3.0}
{'text': '아', 'start': 1137.32, 'duration': 3.0}
